SentID,Npred,NpredID,Vsup,VsupID,N0Role,N0ID,N0String,N1Role,N1ID,N1String,N2Role,N2ID,N2String
1197,rentabilidade,5,-, ,object-gen, -, - ,-, -, -,-, -, -
1198,qualidade,1,-, -,object-gen, -, -,-, -, -,-, -, -
1200,ajuda,12,com,10,agent-gen, 13 14 15 16 17 18 19 20 21, de o Mossad ( serviço secreto de Israel ),object-gen, 3 4 5 6 7, de inteligência de a Argentina ,-, -, -
1200,atentado,34,-, ,agent-gen, 35 36 37 38 39 40 41 42," a o Hizbollah , grupo muçulmano xiita pró-Irã ",object-gen, -, -,-, -, -
1201,envolvimento,8,-, ,object-gen, 1 2 3 5 4 6, O grupo e o governo iraniano ,object-f, -, -,-, -, -
1206,hipótese,10,-, ,experiencer-gen, -, - ,object-f, 11 12 13 14 15 16 17 18, de a candidatura de o ex- presidente José_Sarney ,-, -, -
1206,candidatura,13,-, ,agent-gen, 14 15 16 17 18, de o ex- presidente José_Sarney ,object-f, -, -,-, -, -
1206,campanha,31,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
1207,alternativa,3,restar,5,object-gen, 6 7, a Sarney ,object-f, -, -,-, -, -
1207,denúncia,15,, ,agent-speaker, -, - ,addressee, -, -,message,16 17, de estelionato 
1207,estelionato,17,-, ,agent-gen, -, - ,-, -, -,-, -, -
1207,candidatura,39,-, ,object-gen, 31 32 33 34 35, o ex- governador de São_Paulo ,object-f, -, -,-, -, -
1209,tramitação,8,-, ,object-gen, -, - ,-, -, -,-, -, -
1209,decisão,12,-, ,experiencer-gen, 13 14 15, de o STJ ,object-f, -, -,-, -, -
1209,candidatura,21,-, ,object-gen,22, Sarney ,object-f, -, -,-, -, -
1209,informação,34,-, ,agent-speaker, -, - ,addressee, -, -,message, -, -
1209,apoio,44,-, ,agent-gen,43, seu ,object-gen, 45 46, a Fernando_Henrique_Cardoso ,-, -, -
1209,expectativa,4,,,experiencer-gen, -, - ,object-f, 6 7 8 9 10 11 12 13 14 15, de uma tramitação demorada até a decisão de o STJ , -, -, -
1210,preço,4,-, ,object-gen, 5 6 7, de a gasolina ,-, -, -,-, -, -
1211,estudo,1,-, ,agent-gen, 2 3 4 5 6 7, de a Associação_dos_Engenheiros de a Petrobrás ,topic, 8 9 10 11 12 13 14 15, sobre a estrutura de preços de os combustíveis ,-, -, -
1211,preço,12,-, ,object-gen, 13 14 15, de os combustíveis ,-, -, -,-, -, -
1211,preço,29,-, ,object-gen,30 31 32, de os combustível ,-, -, -,-, -, -
1211,valor,40,-, ,object-gen, 41 42 43, de a gasolina ,-, -, -,-, -, -
1212,cálculo,2,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1212,comparação,7,-, ,agent-gen, -, - ,object-gen, 8 9 10 11, de os preços brasileiros ,co-object, 12 13 14, com o americano 
1212,preço,10,-, ,object-gen, -, - ,-, -, -,-, -, -
1213,retorno,9,obter,8,agent-gen,4 5, a Petrobrás,object-gen, 1 2, A Folha ,-, -, -
1215,serviço,10,oferecer,7,agent-gen, 1 2 3 4 5, Os Bulletin_Board_Systems ( BBS ),object-f, 16 17 18 19 20 21 22 23 24 25 26," a conexão com a rede de as redes , a InterNet ",-,,
1215,conexão,17,-, ,agent-gen, -, - ,object-gen, 18 19 20 21 22 23 24 25 26," com a rede de as redes , a InterNet ",co-object, -, -
1216,pesquisa,21,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1216,comunicação,29,-, ,agent-speaker, 30 31, entre computadores ,co-agent, 30 31, entre computadores ,-, -, -
1217,serviço,2,-, -,agent-gen, -, -,object-f, -, -,-, -, -
1217,transferência,12,-, -,agent-giver, -, -,object-gen, 13 14, de arquivos,recipient, -, -
1218,idéia,5,ter,3,experiencer-gen,,,object-f, 6 7 8 9 10 11, de a importância de a InterNet ,-, -, -
1218,importância,8,-, ,experiencer-gen,,,object-gen, 9 10 11, de a InterNet ,-, -, -
1220,vaga,16,estar com, 14 15,object-gen, 1 2 3, O acantonamento Itereí ,object-f, -, -,-, -, -
1220,caminhada,9,-, ,agent-gen, -, - ,-, -, -,-, -, -
1220,brincadeira,11,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
1222,viagem,5,-, ,agent-gen,1, Steven ,locative-dest, 6 7 8, a o Brasil ,-, -, -
1223,vontade,14,-, ,experiencer-vol, 15 16 17, de neonazistas brasileiros ,object-f, -, -,-, -, -
1225,QI,20,-, ,object-gen, -, - ,-, -, -,-, -, -
1225,status,24,-, ,object-gen, -, - ,-, -, -,-, -, -
1226,diferença,6,-, -,object-gen, 7 8 9 10, entre negros e brancos,co-object, 7 8 9 10, entre negros e brancos,-, -, -
1234,história,9,-, ,object-gen, 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31," de Lovemar ( Andréa_Beltrão ) , uma sonhadora costureira de o subúrbio que idolatra o locutor de rádio ( Rogério Marco_Nanini )",-, -, -,-, -, -
1236,direção,2,ser de,3 4,agent-gen,5,Guel=Arraes,object-gen, -, -,-, -, -
1238,alteração,2,fazer,5,agent-gen, -, - ,object-gen, -, -,-, -, -
1238,diferença,15,-, ,object-gen, 17 18 19, de fusos horários ,co-object, 17 18 19, de fusos horários ,-, -, -
1240,mudança,3,-, ,agent-gen, -, - ,object-gen, -, -,object-gen, -, -
1243,mudança,18,-, ,agent-gen, -, - ,object-gen, -, -,object-gen, -, -
1244,proliferação,2,-, ,object-gen, -, - ,-, -, -,-, -, -
1245,incentivo,12,-, ,agent-gen, -, - ,object-f, 13 14 15, a os índios ,-, -, -
1246,emoção,2,-, ,experiencer-gen, , ,-, -, -,-, -, -
1249,animação,11,-, ,experiencer-gen,,,-, -, -,-, -, -
1249,conversa,14,-, ,agent-speaker, -, - ,co-agent, -, -,-, -, -
1249,adivinhação,31,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1249,corrupção,53,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1249,injustiça,57,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1249,violência,61,-, ,agent-gen, -, - ,patient, -, -,-, -, -
1249,delação,73,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1249,virtude,85,-, ,object-gen,86, nacional ,-, -, -,-, -, -
1250,desespero,13,-, ,experiencer-gen,,,-, -, -,-, -, -
1250,confiança,21,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
1250,sonho,25,-, ,experiencer-gen, -, - ,-, -, -,-, -, -
1251,memória,10,-, ,experiencer-gen, -, - ,object-gen,9, sua ,-, -, -
1251,vida,23,-, ,object-gen,21, nossas ,-, -, -,-, -, -
1251,intensidade,27,-, ,object-gen, 28 29 30, de a paixão ,-, -, -,-, -, -
1251,paixão,30,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
1251,bondade,36,-, ,object-gen, -, - ,-, -, -,-, -, -
1252,generosidade,19,-, ,object-gen, -, - ,-, -, -,-, -, -
1259,projeto,5,-, ,experiencer-vol, 7 8 9 11 10, vereador Isaac_Ainhorn ( PDT ),object-f, -, -,-, -, -
1259,segurança,22,-, ,object-gen, -, - ,-, -, -,-, -, -
1259,segurança,22,-, ,object-gen, -, - ,-, -, -,-, -, -
1259,prevenção,32,-, ,agent-gen, -, - ,object-f, 33 34 35, contra as drogas ,-, -, -
1261,possibilidade,11,-, -,object-gen, -, -,object-f, 12 13 14, de saques diários,-, -, -
1261,saque,13,-, -,agent-gen, -, -,object-gen, -, -,-, -, -
1261,rendimento,20,-, -,object-gen, -, -,-, -, -,-, -, -
1262,comando,12,sob,10,agent-gen, 13 14 15 16 17 18 19 20 21 22," de o ex- chefe de polícia de Nova_York ,  Raymond_Kelly ",object-gen, 1 2 3 4 5 6 7 8 9,Um grupo de miul policiais militares de os EUA ,-, -, -
1262,objetivo,32,com,30,experiencer-gen, 14 15 16 17 18 19 20 21 22," o ex- chefe de polícia de Nova_York ,  Raymond_Kelly ",object-f, 33 34 35 36 37 38 39, de ajudar a manter a ordem pública ,-, -, -
1263,missão,21,com,18,object-gen, 1 2 3 4 5 6 7 8 9 10 11, Trezentos soldados de cinco países de a região de o Caribe ,object-f, -, -,-, -, -
1265,fraude,34,-, ,agent-gen, -, - ,-, -, -,-, -, -
1267,vaga,19,-, ,object-gen,18, suas ,object-f, 20 21 22, em o Concurso_Brasileiro_de_Sommeliers ,-, -, -
1268,serviço,17,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
1269,passagem,22,-, ,agent-gen, 23 24 25, de a equipe ,locative-dest, 26 27 28, para as quartas ,-, -, -
1269,estréia,33,-, ,agent-gen, 24 25, a equipe ,object-gen, -, -,-, -, -
1271,desclassificação,3,-, ,object-gen, -, - ,-, -, -,-, -, -
1271,comportamento,9,ter,7,agent-gen, , ,-, -, -,-, -, -
1272,suprimento,9,-, ,agent-giver, -, - ,object-gen, 10 11, de água ,recipient, -, -
1274,atuação,14,ter,13,agent-gen,3 4 5, o cinquentenário instituto ,-, -, -,-, -, -
1277,convite,9,a,8,agent-speaker,10 11 12 13 14 15 16 17, de a agência Austríaca_de_Turismo e de a Lufthansa ,addressee,1 2 3, O jornalista LUÍS_ANTÔNIO_GIRON,message,4 5 6 7,  viaja a a Áustria
1280,mudança,2,-, ,agent-gen, -, - ,object-gen, -, -,object-gen,, -
1280,retorno,8,-, ,agent-gen, -, - ,locative-dest,11 12 13, a a avenida_Santo_Amaro ,-, -, -
1280,acesso,10,-, ,agent-gen, -, - ,locative-dest,11 12 13, a a avenida_Santo_Amaro ,-, -, -
1283,crescimento,4,-, ,object-gen,6, Fernando_Henrique ,-, -, -,-, -, -
1283,pesquisa,10,-, ,agent-gen,11, Datafolha ,object-gen, -, -,-, -, -
1283,evolução,16,-, ,patient, 17 18 19, de o tucano,-, -, -,-, -, -
1283,simpatia,25,-, ,experiencer-gen,21 22,os eleitores,object-gen,26 27 28 29 30 31 32 33 34 35 36, por o PMDB de Orestes_Quércia e por o PPR de Esperidião_Amin,-, -, -
1285,morte,31,-, ,patient, 32 33 34, de 141 pessoas ,-, -, -,-, -, -
1289,pergunta,1,-, -,agent-speaker, -, -,addressee, -, -,-, -, -
1289,opinião,4,-, -,experiencer-gen,3, suas,object-f, -, -,-, -, -
1289,atuação,7,-, -,agent-gen, 8 9 10, de o Ministério=Público,-, -, -,-, -, -
1289,investigação,13,-, -,agent-gen, -, -,object-f, 14 15 16, de a contravenção,-, -, -
1289,contravenção,16,-, -,agent-gen, -, -,-, -, -,-, -, -
1290,resposta,1,-, -,agent-speaker, -, -,object-f, -, -,-, -, -
1290,tráfico,8,-, -,agent-gen, -, -,object-gen, 9 10, de drogas,-, -, -
1290,sequestro,17,-, -,agent-gen, -, -,object-gen, -, -,-, -, -
1296,governo,8,-, ,agent-gen, 9 10, de FHC ,object-gen, -, -,-, -, -
1297,cargo,3,-, ,object-gen, 4 5 6 7 8 9 10, para integrantes de o ' Grupo_de_Juiz_de_Fora ' ,object-f, -, -,-, -, -
1298,mandato,7,-, ,object-gen,6, seu ,object-f, -, -,-, -, -
1298,emprego,14,-, ,object-gen, 20 21 22 23 24 25 26 27 28 29,para seus amigos que compõem o chamado « Grupo_de_Juiz_de_Fora » ,object-f, -, -,-, -, -
1301,concurso,2,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
1301,pergunta,4,-, ,agent-speaker, -, - ,addressee, -, -,-, -, -
1301,cobertura,7,-, ,agent-gen, -, - ,object-gen, 8 9 10, de o carnaval,-, -, -
1306,cargo,2,-, -,object-gen, -, -,object-f, -, -,-, -, -
1306,gerência,8,-, -,agent-gen, -, -,object-gen, 9 10 11, de produção industrial,-, -, -
1306,produção,10,-, -,agent-creator, -, -,object-gen, -, -,-, -, -
1306,desenvolvimento,17,-, -,agent-creator, -, -,object-gen, 18 19, de produtos,-, -, -
1307,pesquisa,1,-, ,agent-gen, 2 3 4, de a Laerte_Cordeiro_&_Associados ,object-f, -, -,-, -, -
1307,anúncio,7,-, ,agent-speaker, -, - ,message, -, -,-, -, -
1307,emprego,9,-, ,object-gen, -, - ,object-f, -, -,-, -, -
1307,demanda,23,-, ,experiencer-vol, -, - ,object-gen, 13 14, a área ,-, -, -
1308,interesse,9,ter,8,experiencer-vol, 1 2 3 4 5 6 7, Países ex- comunistas como Polônia e Hungria ,object-f, 10 11 12 13 14, em entrar em a Otan ,-, -, -
1309,relacionamento,8,-, ,object-gen, 10 11 12 13 14, entre Moscou e a aliança ,object-gen, 10 11 12 13 14, entre Moscou e a aliança ,-, -, -
1309,garantia,18,sem,17,object-gen,15, os ,object-f, 19 20, de segurança ,-, -, -
1309,segurança,20,-, ,object-gen,15, os ,-, -, -,-, -, -
1310,preocupação,8,-, ,experiencer-gen,6, Rússia ,object-f, -, -,-, -, -
1310,aproximação,12,-, ,agent-gen, 13 14 15, de a Otan ,object-gen, 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31," em_relação_a os antigos membros de o Pacto_de_Varsóvia ( a aliança militar pró-URSS , extinta em 1990 )",-, -, -
1312,decisão,19,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
1312,aparência,26,-, ,object-gen, -, - ,object-gen, 27 28 29, de equilíbrio fiscal ,-, -, -
1312,cargo,38,ficar, 35 36,object-gen,34, Ricupero ,object-f, -, -,-, -, -
1312,salário,13,-, ,agent-giver, -, - ,recipient, -, -,-, -, -
1313,campanha,1,-, -,agent-gen, -, -,object-f, -, -,-, -, -
1314,comunicado,6,receber,5,agent-speaker, -, - ,addressee,1 2, Comandantes militares ,message,,
1318,patrocínio,21,ter,19,agent-gen, 22 23 24 25, de a empresa Kenwood ,object-gen, 1 2, O Classical_Music_Award ,-, -, -
1319,produção,10,-, ,agent-creator, -, - ,object-gen, 11 12, de ópera ,-, -, -
1319,transmissão,15,-, ,agent-gen, -, - ,object-gen, -, -,recipient, -, -
1320,jogo,2,-, -,agent-gen, -, -,co-agent, -, -,-, -, -
1321,vitória,4,-, -,agent-gen, -, -,patient, -, -,-, -, -
1322,ataque,3,em,1,agent-gen, -, -,object-gen, -, -,-, -, -
1323,jogo,5,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
1323,chance,11,perder,9,object-gen, 1 2, O Brasil ,object-f, 12 13, de marcar ,-, -, -
1324,defesa,3,em,1,agent-gen, -, -,object-gen, -, -,-, -, -
1326,derrota,4,-, -,object-gen, -, -,object-gen, -, -,-, -, -
1327,ataque,3,em,1,agent-gen, -, -,object-gen, -, -,-, -, -
1328,ataque,8,em,6,agent-gen, 1 2, A Suécia ,object-gen, -, -,-, -, -
1329,conversão,16,-, ,agent-gen, -, - ,object-gen, -, -,object-gen, -, -
1331,reajuste,9,praticar,7,agent-gen, 1 2, Outras empresas ,object-gen, 11 12 13, em a conversão ,-, -, -
1331,conversão,13,-, ,agent-gen, -, - ,object-gen, -, -,object-gen, -, -
1337,vitória,16,ter,13,agent-gen, 1 2 3 4 5 6 7 8 9 10 11,"Alami, de 20 anos e número 204 do ranking",object-gen, -, -,-, -, -
1337,carreira,19,-, ,agent-gen,18, sua,object-f, -, -,-, -, -
1338,vôo,3,-, ,agent-gen, -, - ,locative-dest, -, -,-, -, -
1340,repercussão,14,-, -,cause, -, -,-, -, -,-, -, -
1341,opinião,4,-, ,agent-speaker, -, - ,addressee, -, -,message, -, -
1341,característica,7,-, ,object-gen, 8 9 10, de o entrevistado ,-, -, -,-, -, -
1344,venda,13,-, ,agent-giver, -, - ,object-gen, -, -,, -, -
1349,reajuste,2,-, -,agent-gen, -, -,object-gen, -, -,-, -, -
1350,cálculo,19,fazer,21,agent-gen, -, - ,object-gen, -, -,-, -, -
1353,proposta,4,-, ,agent-speaker,,,object-f, 5 6 7 8  9 10 11 12 13 14 15 16 17 18," de o Imposto_Único ,  que pretende reduzir a enorme gama de tributos a um ",-, -, -
1353,palestra,23,fazer,21,agent-speaker,20, Marcos_Cintra ,topic, 24 25 26, sobre o assunto ,-, -, -
1355,procura,12,-, ,agent-gen, -, - ,object-gen, 13 14, por vagas ,-, -, -
1355,vaga,14,-, ,object-gen, -, - ,object-f, -, -,object-gen, -, -
1357,saneamento,6,-, -,agent-gen, -, -,object-gen, -, -,-, -, -
1358,exame,5,submeter,3,agent-gen, -, - ,patient,1,MONIQUE_EVANS,-, -, -
1359,tomografia,22,submeter,18,agent-gen, -, - ,patient,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,"A modelo Monique_Evans , um de os destaques de o Carnaval carioca de este ano",-, -, -
1360,medo,15,-, ,experiencer-gen,14, meus ,object-f, -, -,-, -, -
1360,angústia,17,-, ,experiencer-gen,14, meus ,-, -, -,-, -, -
1362,dor,3,sentir,1,experiencer-gen,, ,-, -, -,-, -, -
1362,exame,19,fazer,17,agent-gen, -, - ,patient, 23 24, a modelo ,-, -, -
1362,câncer,11,-, ,patient, -, - ,-, -, -,-, -, -
1363,apoio,1,-, -,agent-gen, -, -,object-gen, 2 3, A Covas,-, -, -
1364,apoio,9,-, ,agent-gen,8, meu ,object-gen, , ,-, -, -
1367,velório,5,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1367,enterro,23,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1369,choro,7,ter,4,object-gen,1, Ele ,-, -, -,-, -, -
1375,chacina,3,-, ,agent-gen, -, - ,patient,4 5, de 111,-, -, -
1376,processo,19,-, ,agent-gen, -, - ,object-gen, 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43  44 45 46 47," contra os 120 Policiais Militares , denunciados por o massacre de 111 presos em o pavilhão 9 de a Casa_de_Detenção em o Carandiru ( zona norte de São_Paulo )",-, -, -
1376,massacre,28,-,,agent-gen, 22 23 24, 120 Policiais Militares ,patient, 29 30 31, de 111 presos ,-, -, -
1377,massacre,2,-, ,agent-gen, -, - ,patient, -, -,-, -, -
1377,rebelião,19,-, ,agent-gen, -, - ,-, -, -,-, -, -
1378,corrida,16,-, ,agent-gen, 17 18 19, de os senadores ,-, -, -,-, -, -
1378,cacife,23,ter,22,object-gen, 11 12, o PMDB ,-, -, -,-, -, -
1382,debate,9,-, ,agent-speaker, -, - ,co-agent, 19 20 21 22, com a sexóloga Marta_Suplicy ,-, -, -
1383,comemoração,5,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1383,envio,8,-, ,agent-giver, -, - ,object-gen, 9 10, de fax ,recipient, -, -
1383,plantio,12,-, ,agent-gen, -, - ,object-gen, 13 14, de árvores ,-, -, -
1383,passeata,16,-, ,agent-gen, -, - ,-, -, -,-, -, -
1384,inauguração,7,-, ,agent-gen, -, - ,object-gen, 8 9 10 11 12 13 14 15 16, em a estação de a Lapa (  centro  ),-, -, -
1384,informação,21,-, ,agent-speaker, -, - ,addressee, -, -,message, -, -
1385,plantão,2,-, ,agent-gen, , ,-, -, -,-, -, -
1386,excursão,2,-, ,agent-gen, -, - ,locative-dest, -, -,-, -, -
1386,troca,14,-, ,agent-giver, 17 18 19 20 21 22 23 24 25 26, entre gays que não querem expor publicamente suas preferências sexuais ,object-gen,16, correspondências ,co-agent, 17 18 19 20 21 22 23 24 25 26, entre gays que não querem expor publicamente suas preferências sexuais 
1386,preferência,25,-, ,experiencer-gen,24, suas ,object-gen, -, -,-, -, -
1389,vida,13,-, ,patient, 14 15 16, de os informatizados ,-, -, -,-, -, -
1389,tendência,20,-, ,object-gen, 21 22, de eles ,object-f, 23 24 25 26 27 28, de ficarem grudados em o computador ,-, -, -
1390,tarefa,12,fazer,8,agent-gen, 3 4 5 6, qualquer americano medianamente equipado ,object-f,,,-, -, -
1390,fax,28,mandar,25,agent-speaker, 3 4 5 6, qualquer americano medianamente equipado ,addressee, -, -,-, -, -
1390,mensagem,30,mandar,25,agent-speaker, 3 4 5 6, qualquer americano medianamente equipado ,addressee, -, -,-, -, -
1390,fax,28,receber,25,agent-speaker, ,,addressee, 3 4 6, qualquer americano medianamente equipado ,-, -, -
1390,mensagem,30,receber,25,agent-speaker,,,addressee, 3 4 5 6, qualquer americano medianamente equipado ,-, -, -
1392,doação,4,-, ,agent-giver, -, - ,object-gen, 6 7 8 9, a coleção de Takeo_Hirata ,recipient, 10 11 12 13 14 15, para a biblioteca de o Masp 
1392,coleção,7,-, ,agent-gen, 8 9, de Takeo_Hirata ,object-gen, -, -,-, -, -
1392,palestra,23,fazer,20,agent-speaker, 17 18 19, dois designers japoneses ,topic, -, -,-, -, -
1393,design,16,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1394,casamento,24,-, ,agent-gen, -, - ,object-gen, 25 26 27 28 29 30 31 32, entre o design e a administração de empresas ,co-object, 25 26 27 28 29 30 31 32, entre o design e a administração de empresas 
1394,design,27,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
1394,administração,30,-, ,agent-gen, -, - ,object-gen, 31 32, de empresas ,-, -, -
1399,assédio,5,-, ,agent-gen, 6 7 8, de a imprensa ,object-gen,,  ,-, -, -
1399,namoro,15,-, ,object-gen,14, seu ,co-object, 16 17, com June ,-, -, -
1400,consagração,20,-, ,object-gen, 12 13, o escritor ,-, -, -,-, -, -
1400,história,29,-, ,agent-speaker,28, suas ,-, -, -,-, -, -
1404,tiro,20,-, ,agent-gen, 1 2 3 4 5 6," O ciclista , espanhol , 48",patient, 1 2 3 4 5 6," O ciclista , espanhol , 48",-, -, -
1405,competição,11,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
1407,partida,17,-, ,agent-gen, -, - ,object-gen, -, -,co-agent, -, -
1409,preservação,13,-, ,agent-gen, -, - ,object-gen,14, ambiental ,-, -, -
1410,arrecadação,6,-, ,agent-taker, -, - ,object-gen, -, -,-, -, -
1420,desconto,12,ter,11,object-gen, 9 10, o possuidor ,object-f,,,-, -, -
1420,locação,19,-, ,agent-gen, 9 10, o possuidor ,object-gen, -, -,-, -, -
1420,tratamento,22,possuir,21,agent-gen, -, - ,object-gen, 9 10, o possuidor ,-, -, -
1420,melhoria,25,-, ,agent-gen, -, - ,object-gen, 26 27 28 29 30, em a categoria de carro ,-, -, -
1421,participação,15,-, ,agent-gen,7 8,seus portadores ,object-f, 16 17 18 19 20 21 22 23 24 25 26, em as primeiras exibições realizadas em espaços culturais de o Banco_Nacional ,-, -, -
1421,exibição,19,realizar,20,agent-gen, -, - ,object-gen, -, -,-, -, -
1422,afinidade,8,-, ,experiencer-gen, -, - ,object-gen, -, -,-, -, -
1423,contrato,6,realizar,5,agent-gen, 1 2 3, Os cartões Sollo ,object-f,,,co-agent, 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27," com o Jockey_Club de São_Paulo , a Fundação_Getúlio_Vargas , a Associação_Paulista_de_Propaganda e a Birello a Jogê "
1427,abraço,3,ganhar,1,agent-gen, -, - ,object-gen, , ,-, -, -
1427,beijo,6,ganhar,1,agent-gen, -, - ,patient, 7 8 9, em o rosto ,-, -, -
1428,prova,4,terminar,2,agent-gen,1,Medeiros,object-gen, -, -,-, -, -
1430,busca,8,em,7,agent-gen, 1 2 3, O sindicalista Luiz_Antônio_de_Medeiros ,object-f, 9 10, de resultados ,-, -, -
1430,resultado,10,-, ,cause, -, - ,-, -, -,-, -, -
1432,trajeto,18,fazer,16,agent-gen, , ,object-gen, -, -,-, -, -
1433,chegada,3,-, ,agent-gen, 4 5 6 7 8 9 10 11 12 13 14 15 16 17, de o ano em que disputará uma vaga em o Senado por o PP-SP ,locative-dest, -, -,-, -, -
1433,entrevista,24,dar,19,agent-speaker, , ,addressee, -, -,-, -, -
1434,chibatada,2,-,,agent-gen,,,patient,,,-,,
1434,cicatriz,8,-, ,object-gen, -, - ,-, -, -,-, -, -
1434,vida,13,-, ,object-gen, -, - ,-, -, -,-, -, -
1435,dor,2,-, ,experiencer-gen,4 5, os golpeados,-, -, -,-, -, -
1436,negativa,5,-, ,agent-speaker, -, - ,object-f, 6 7 8, a seu recurso ,-, -, -
